score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
1,Toilet tidak sebanding dgn pengunjung.,toilet tidak sebanding dgn pengunjung,toilet sebanding dgn pengunjung,"['toilet', 'sebanding', 'dgn', 'pengunjung']",toilet banding dgn unjung,negatif
4,"Sayang sekali sekarang binatang dan kandangnya kurang terawat, padahal dulu bagus banget",sayang sekali sekarang binatang dan kandangnya kurang terawat padahal dulu bagus banget,sayang binatang kandangnya terawat bagus banget,"['sayang', 'binatang', 'kandangnya', 'terawat', 'bagus', 'banget']",sayang binatang kandang awat bagus banget,positif
4,"Opsi wisata keluarga di Jateng dengan konsep zoo dan beach.
1. Lokasinya cukup mudah diakses dengan kendaraan pribadi, kurang tahu bagaimana akses dengan angkutan umum karena lumayan agak masuk dari jalan raya utama. …",opsi wisata keluarga di jateng dengan konsep zoo dan beach1 lokasinya cukup mudah diakses dengan kendaraan pribadi kurang tahu bagaimana akses dengan angkutan umum karena lumayan agak masuk dari jalan raya utama ,opsi wisata keluarga jateng konsep zoo beach1 lokasinya mudah diakses kendaraan pribadi akses angkutan lumayan masuk jalan raya utama,"['opsi', 'wisata', 'keluarga', 'jateng', 'konsep', 'zoo', 'beach1', 'lokasinya', 'mudah', 'diakses', 'kendaraan', 'pribadi', 'akses', 'angkutan', 'lumayan', 'masuk', 'jalan', 'raya', 'utama']",opsi wisata keluarga jateng konsep zoo beach1 lokasi mudah akses kendara pribadi akses angkut lumayan masuk jalan raya utama,positif
5,"Seru buat bawa anak2 bermain, akses ga susah",seru buat bawa anak2 bermain akses ga susah,seru bawa anak2 bermain akses ga susah,"['seru', 'bawa', 'anak2', 'bermain', 'akses', 'ga', 'susah']",seru bawa anak2 main akses ga susah,positif
5,Masih dalam pengembangan,masih dalam pengembangan,pengembangan,['pengembangan'],kembang,positif
5,Mantap sekali.. petugasnya ramah.. tp harus diperbanyal lg ya koleksi satwa2 nya..,mantap sekali petugasnya ramah tp harus diperbanyal lg ya koleksi satwa2 nya,mantap petugasnya ramah tp diperbanyal lg ya koleksi satwa2 nya,"['mantap', 'petugasnya', 'ramah', 'tp', 'diperbanyal', 'lg', 'ya', 'koleksi', 'satwa2', 'nya']",mantap tugas ramah tp diperbanyal lg ya koleksi satwa2 nya,positif
4,"Dimiliki oleh Taman Safari, ini adalah taman kecil di tepi pantai di Jawa Tengah. Konon, tampilan lumba-lumba sangat mengesankan dan ada beberapa burung dan reptil menarik di sana juga. Apa yang membuat tempat ini istimewa adalah lokasinya. …",dimiliki oleh taman safari ini adalah taman kecil di tepi pantai di jawa tengah konon tampilan lumbalumba sangat mengesankan dan ada beberapa burung dan reptil menarik di sana juga apa yang membuat tempat ini istimewa adalah lokasinya ,dimiliki taman safari taman tepi pantai jawa konon tampilan lumbalumba mengesankan burung reptil menarik istimewa lokasinya,"['dimiliki', 'taman', 'safari', 'taman', 'tepi', 'pantai', 'jawa', 'konon', 'tampilan', 'lumbalumba', 'mengesankan', 'burung', 'reptil', 'menarik', 'istimewa', 'lokasinya']",milik taman safari taman tepi pantai jawa konon tampil lumbalumba kesan burung reptil tarik istimewa lokasi,positif
5,"Masih dengan strategi datang di kala weekday, untuk mengurangi kepadatan pengunjung. Berada di Kota Batang, yang masih bagian dari management taman safari bogor, solo dan bali. …",masih dengan strategi datang di kala weekday untuk mengurangi kepadatan pengunjung berada di kota batang yang masih bagian dari management taman safari bogor solo dan bali ,strategi weekday mengurangi kepadatan pengunjung kota batang management taman safari bogor solo bali,"['strategi', 'weekday', 'mengurangi', 'kepadatan', 'pengunjung', 'kota', 'batang', 'management', 'taman', 'safari', 'bogor', 'solo', 'bali']",strategi weekday kurang padat unjung kota batang management taman safari bogor solo bal,positif
1,"Tiket masuk 70ribu dapat voucher makan 20ribu. Makanan biasa saja, seperti fried chicken harga 28ribu esteh 10ribu, bisa pakai voucher tapi gak sesuai rasanya, masih mending fried chicken pinggir jalan dekat rumah. Foto dg hewan pakai hp …",tiket masuk 70ribu dapat voucher makan 20ribu makanan biasa saja seperti fried chicken harga 28ribu esteh 10ribu bisa pakai voucher tapi gak sesuai rasanya masih mending fried chicken pinggir jalan dekat rumah foto dg hewan pakai hp ,tiket masuk 70ribu voucher makan 20ribu makanan fried chicken harga 28ribu esteh 10ribu pakai voucher gak sesuai mending fried chicken pinggir jalan rumah foto dg hewan pakai hp,"['tiket', 'masuk', '70ribu', 'voucher', 'makan', '20ribu', 'makanan', 'fried', 'chicken', 'harga', '28ribu', 'esteh', '10ribu', 'pakai', 'voucher', 'gak', 'sesuai', 'mending', 'fried', 'chicken', 'pinggir', 'jalan', 'rumah', 'foto', 'dg', 'hewan', 'pakai', 'hp']",tiket masuk 70ribu voucher makan 20ribu makan fried chicken harga 28ribu esteh 10ribu pakai voucher gak sesuai mending fried chicken pinggir jalan rumah foto dg hewan pakai hp,negatif
5,segar,segar,segar,['segar'],segar,positif
4,Hewannya kurang banyak. Tiketnya mahal,hewannya kurang banyak tiketnya mahal,hewannya tiketnya mahal,"['hewannya', 'tiketnya', 'mahal']",hewan tiket mahal,positif
4,"Cuma mau kasih masukan aja. Buat yg jaga stand snack. Jgn judes2 memang belinya cuma ciki 2biji. Tp mbok ya dilihat susah ribet bawanya sy bawa bayi, cuma disodorin aja, giliran minta kantong plastik sok2an nnya sm temennya ada kantong gak? …",cuma mau kasih masukan aja buat yg jaga stand snack jgn judes2 memang belinya cuma ciki 2biji tp mbok ya dilihat susah ribet bawanya sy bawa bayi cuma disodorin aja giliran minta kantong plastik sok2an nnya sm temennya ada kantong gak ,kasih masukan aja yg jaga stand snack jgn judes2 belinya ciki 2biji tp mbok ya susah ribet bawanya sy bawa bayi disodorin aja giliran kantong plastik sok2an nnya sm temennya kantong gak,"['kasih', 'masukan', 'aja', 'yg', 'jaga', 'stand', 'snack', 'jgn', 'judes2', 'belinya', 'ciki', '2biji', 'tp', 'mbok', 'ya', 'susah', 'ribet', 'bawanya', 'sy', 'bawa', 'bayi', 'disodorin', 'aja', 'giliran', 'kantong', 'plastik', 'sok2an', 'nnya', 'sm', 'temennya', 'kantong', 'gak']",kasih masuk aja yg jaga stand snack jgn judes2 beli cik 2biji tp mbok ya susah ribet bawa sy bawa bayi disodorin aja gilir kantong plastik sok2an nnya sm temennya kantong gak,positif
5,"Sekarang makin bagus, tempat parkir luas, area kebun binatang juga luas,, ada foodcourt nya juga,, mungkin jenis2 binatangnya bisa ditambahin lagi ya biar makin bagus,, 👍 …",sekarang makin bagus tempat parkir luas area kebun binatang juga luas ada foodcourt nya juga mungkin jenis2 binatangnya bisa ditambahin lagi ya biar makin bagus  ,bagus parkir luas area kebun binatang luas foodcourt nya jenis2 binatangnya ditambahin ya biar bagus,"['bagus', 'parkir', 'luas', 'area', 'kebun', 'binatang', 'luas', 'foodcourt', 'nya', 'jenis2', 'binatangnya', 'ditambahin', 'ya', 'biar', 'bagus']",bagus parkir luas area kebun binatang luas foodcourt nya jenis2 binatang ditambahin ya biar bagus,positif
4,"Bgus pantai nya bersih, bisa maen pasir d bibir pantai nya dan bisa nyebur jg. Untuk tiket masuk lupa wkwk trs ntar dpt vc yg bisa d tuker d stand food d dlm nya lumayan hehe …",bgus pantai nya bersih bisa maen pasir d bibir pantai nya dan bisa nyebur jg untuk tiket masuk lupa wkwk trs ntar dpt vc yg bisa d tuker d stand food d dlm nya lumayan hehe ,bgus pantai nya bersih maen pasir d bibir pantai nya nyebur jg tiket masuk lupa wkwk trs ntar dpt vc yg d tuker d stand food d dlm nya lumayan hehe,"['bgus', 'pantai', 'nya', 'bersih', 'maen', 'pasir', 'd', 'bibir', 'pantai', 'nya', 'nyebur', 'jg', 'tiket', 'masuk', 'lupa', 'wkwk', 'trs', 'ntar', 'dpt', 'vc', 'yg', 'd', 'tuker', 'd', 'stand', 'food', 'd', 'dlm', 'nya', 'lumayan', 'hehe']",bgus pantai nya bersih maen pasir d bibir pantai nya nyebur jg tiket masuk lupa wkwk trs ntar dpt vc yg d tuker d stand food d dlm nya lumayan hehe,positif
5,Suka banget sama semuanya.,suka banget sama semuanya,suka banget,"['suka', 'banget']",suka banget,positif
5,"Harga terjangkau dan hiburan mantap, Ada lumba2, atraksi aneka hewan, burung dll, pantai ya bagus dpt vocer makan jg, mantap lah pokonya",harga terjangkau dan hiburan mantap ada lumba2 atraksi aneka hewan burung dll pantai ya bagus dpt vocer makan jg mantap lah pokonya,harga terjangkau hiburan mantap lumba2 atraksi aneka hewan burung dll pantai ya bagus dpt vocer makan jg mantap pokonya,"['harga', 'terjangkau', 'hiburan', 'mantap', 'lumba2', 'atraksi', 'aneka', 'hewan', 'burung', 'dll', 'pantai', 'ya', 'bagus', 'dpt', 'vocer', 'makan', 'jg', 'mantap', 'pokonya']",harga jangkau hibur mantap lumba2 atraksi aneka hewan burung dll pantai ya bagus dpt vocer makan jg mantap poko,positif
5,Seru..,seru,seru,['seru'],seru,positif
5,"Tempat yg bagus untuk bawa anak-anak ke sini.
Ada pertunjukn kumba-lumba, ada pertunjukan hewan-hewan yg lain juga.
Pantainya bersih, kalau mau main air di laut juga bisa banget.
cuma untuk stand makanannya kalau weekend antri bgt 🥲 …",tempat yg bagus untuk bawa anakanak ke siniada pertunjukn kumbalumba ada pertunjukan hewanhewan yg lain jugapantainya bersih kalau mau main air di laut juga bisa bangetcuma untuk stand makanannya kalau weekend antri bgt  ,yg bagus bawa anakanak siniada pertunjukn kumbalumba pertunjukan hewanhewan yg jugapantainya bersih main air laut bangetcuma stand makanannya weekend antri bgt,"['yg', 'bagus', 'bawa', 'anakanak', 'siniada', 'pertunjukn', 'kumbalumba', 'pertunjukan', 'hewanhewan', 'yg', 'jugapantainya', 'bersih', 'main', 'air', 'laut', 'bangetcuma', 'stand', 'makanannya', 'weekend', 'antri', 'bgt']",yg bagus bawa anakanak siniada pertunjukn kumbalumba tunjuk hewanhewan yg jugapantainya bersih main air laut bangetcuma stand makan weekend antri bgt,positif
5,Seru ramai edukatif,seru ramai edukatif,seru ramai edukatif,"['seru', 'ramai', 'edukatif']",seru ramai edukatif,positif
1,"maaf..saya dari semarang..sedikit kecewa krn kita datang jam 09.30 blm buka. krn lumba2 jam 11 mulainya.akhirnya kita dipantai dulu.
jam 11 kurang kita menuju lumba2 katane sdh full. …",maafsaya dari semarangsedikit kecewa krn kita datang jam 0930 blm buka krn lumba2 jam 11 mulainyaakhirnya kita dipantai dulujam 11 kurang kita menuju lumba2 katane sdh full ,maafsaya semarangsedikit kecewa krn jam 0930 blm buka krn lumba2 jam 11 mulainyaakhirnya dipantai dulujam 11 lumba2 katane sdh full,"['maafsaya', 'semarangsedikit', 'kecewa', 'krn', 'jam', '0930', 'blm', 'buka', 'krn', 'lumba2', 'jam', '11', 'mulainyaakhirnya', 'dipantai', 'dulujam', '11', 'lumba2', 'katane', 'sdh', 'full']",maafsaya semarangsedikit kecewa krn jam 0930 blm buka krn lumba2 jam 11 mulainyaakhirnya pantai dulujam 11 lumba2 katane sdh full,negatif
5,"tempat bagus,,
ada acara hiburannya...
1. menonton lumba2 …",tempat bagusada acara hiburannya1 menonton lumba2 ,bagusada acara hiburannya1 menonton lumba2,"['bagusada', 'acara', 'hiburannya1', 'menonton', 'lumba2']",bagusada acara hiburannya1 tonton lumba2,positif
5,Makin bagus ya tertata rapih dikit2.. untuk parkiran mungkin sediakan atap ya.. panas banget...,makin bagus ya tertata rapih dikit2 untuk parkiran mungkin sediakan atap ya panas banget,bagus ya tertata rapih dikit2 parkiran sediakan atap ya panas banget,"['bagus', 'ya', 'tertata', 'rapih', 'dikit2', 'parkiran', 'sediakan', 'atap', 'ya', 'panas', 'banget']",bagus ya tata rapih dikit2 parkir sedia atap ya panas banget,positif
5,Kebun binatang yang bagus di Batang.....,kebun binatang yang bagus di batang,kebun binatang bagus batang,"['kebun', 'binatang', 'bagus', 'batang']",kebun binatang bagus batang,positif
4,Masih proses pengembangan. Kayanya nanti akan bagus sekali.,masih proses pengembangan kayanya nanti akan bagus sekali,proses pengembangan kayanya bagus,"['proses', 'pengembangan', 'kayanya', 'bagus']",proses kembang kaya bagus,positif
5,"Tempatnya luas, jenis binatangnya banyak. Bisa liat pertunjukan lumba-lumba yang sangat menarik dan udah include di tiket masuk jadi ga perlu bayar lagi (kecuali foto bareng lumba-lumba). Ada beberapa pertunjukan lain sesuai jadwal. Bisa …",tempatnya luas jenis binatangnya banyak bisa liat pertunjukan lumbalumba yang sangat menarik dan udah include di tiket masuk jadi ga perlu bayar lagi kecuali foto bareng lumbalumba ada beberapa pertunjukan lain sesuai jadwal bisa ,tempatnya luas jenis binatangnya liat pertunjukan lumbalumba menarik udah include tiket masuk ga bayar kecuali foto bareng lumbalumba pertunjukan sesuai jadwal,"['tempatnya', 'luas', 'jenis', 'binatangnya', 'liat', 'pertunjukan', 'lumbalumba', 'menarik', 'udah', 'include', 'tiket', 'masuk', 'ga', 'bayar', 'kecuali', 'foto', 'bareng', 'lumbalumba', 'pertunjukan', 'sesuai', 'jadwal']",tempat luas jenis binatang liat tunjuk lumbalumba tarik udah include tiket masuk ga bayar kecuali foto bareng lumbalumba tunjuk sesuai jadwal,positif
5,Asik,asik,asik,['asik'],asik,positif
5,Bagus banget,bagus banget,bagus banget,"['bagus', 'banget']",bagus banget,positif
2,tempat nya bagus. tapi makanan dan minumannya mahal . es teh gelas 18oz 20rb. rasanya biasa masih mending teh poci harga 4rb,tempat nya bagus tapi makanan dan minumannya mahal  es teh gelas 18oz 20rb rasanya biasa masih mending teh poci harga 4rb,nya bagus makanan minumannya mahal es teh gelas 18oz 20rb mending teh poci harga 4rb,"['nya', 'bagus', 'makanan', 'minumannya', 'mahal', 'es', 'teh', 'gelas', '18oz', '20rb', 'mending', 'teh', 'poci', 'harga', '4rb']",nya bagus makan minum mahal es teh gelas 18oz 20rb mending teh poci harga 4rb,negatif
4,"Tempat bagus dan asri untuk sekitaran pantai...
Untuk yg di zoo becek krna mgkn HBS diguyur hujan kemarin ya....
Untuk makanan kalau buat saya mahal ya...dg seporsi bakso seharga 28rb. …",tempat bagus dan asri untuk sekitaran pantaiuntuk yg di zoo becek krna mgkn hbs diguyur hujan kemarin yauntuk makanan kalau buat saya mahal yadg seporsi bakso seharga 28rb ,bagus asri sekitaran pantaiuntuk yg zoo becek krna mgkn hbs diguyur hujan kemarin yauntuk makanan mahal yadg seporsi bakso seharga 28rb,"['bagus', 'asri', 'sekitaran', 'pantaiuntuk', 'yg', 'zoo', 'becek', 'krna', 'mgkn', 'hbs', 'diguyur', 'hujan', 'kemarin', 'yauntuk', 'makanan', 'mahal', 'yadg', 'seporsi', 'bakso', 'seharga', '28rb']",bagus asri sekitar pantaiuntuk yg zoo becek krna mgkn hbs guyur hujan kemarin yauntuk makan mahal yadg porsi bakso harga 28rb,positif
5,Bagus,bagus,bagus,['bagus'],bagus,positif
1,"Ke area pantai saja, banyak tempat duduk-duduk di tempat teduh tapi sangat tidak ramah anak, orang merokok di mana-mana, area bilas kebanyakan tanpa penutup sama sekali jadi orang-orang bisa lihat para anak yang sedang bilas. Semoga semakin banyak tempat bilas tertutupnya",ke area pantai saja banyak tempat dudukduduk di tempat teduh tapi sangat tidak ramah anak orang merokok di manamana area bilas kebanyakan tanpa penutup sama sekali jadi orangorang bisa lihat para anak yang sedang bilas semoga semakin banyak tempat bilas tertutupnya,area pantai dudukduduk teduh ramah anak orang merokok manamana area bilas kebanyakan penutup orangorang lihat anak bilas semoga bilas tertutupnya,"['area', 'pantai', 'dudukduduk', 'teduh', 'ramah', 'anak', 'orang', 'merokok', 'manamana', 'area', 'bilas', 'kebanyakan', 'penutup', 'orangorang', 'lihat', 'anak', 'bilas', 'semoga', 'bilas', 'tertutupnya']",area pantai dudukduduk teduh ramah anak orang rokok manamana area bilas banyak tutup orangorang lihat anak bilas moga bilas tutup,negatif
1,"Mobil parkir emblem logo mobil di congkel maling.....kejadian hari senin 25 des 2023...
Hati² gaesss....sepele tp bikin gedegggg",mobil parkir emblem logo mobil di congkel malingkejadian hari senin 25 des 2023hati gaessssepele tp bikin gedegggg,mobil parkir emblem logo mobil congkel malingkejadian senin 25 des 2023hati gaessssepele tp bikin gedegggg,"['mobil', 'parkir', 'emblem', 'logo', 'mobil', 'congkel', 'malingkejadian', 'senin', '25', 'des', '2023hati', 'gaessssepele', 'tp', 'bikin', 'gedegggg']",mobil parkir emblem logo mobil congkel malingkejadian senin 25 des 2023hati gaessssepele tp bikin gedegggg,negatif
1,Bisa dicoba sendiri.,bisa dicoba sendiri,dicoba,['dicoba'],coba,negatif
5,"Tempat keren buat liburan anak anak.. Terutama atraksi lumba lumba, mandi pantai.. Saran lebih pada tempat wudhu, penunjuk arah exit d tempat parkir, tempat ganti. Jempol",tempat keren buat liburan anak anak terutama atraksi lumba lumba mandi pantai saran lebih pada tempat wudhu penunjuk arah exit d tempat parkir tempat ganti jempol,keren liburan anak anak atraksi lumba lumba mandi pantai saran wudhu penunjuk arah exit d parkir ganti jempol,"['keren', 'liburan', 'anak', 'anak', 'atraksi', 'lumba', 'lumba', 'mandi', 'pantai', 'saran', 'wudhu', 'penunjuk', 'arah', 'exit', 'd', 'parkir', 'ganti', 'jempol']",keren libur anak anak atraksi lumba lumba mandi pantai saran wudhu tunjuk arah exit d parkir ganti jempol,positif
4,"Yang spesial di sini pertunjukan lumba lumba sekitar jam 10 - 11 siang. Harga tiketnya 50.000 weekday, 60.000 weekend.. …",yang spesial di sini pertunjukan lumba lumba sekitar jam 10  11 siang harga tiketnya 50000 weekday 60000 weekend ,spesial pertunjukan lumba lumba jam 10 11 siang harga tiketnya 50000 weekday 60000 weekend,"['spesial', 'pertunjukan', 'lumba', 'lumba', 'jam', '10', '11', 'siang', 'harga', 'tiketnya', '50000', 'weekday', '60000', 'weekend']",spesial tunjuk lumba lumba jam 10 11 siang harga tiket 50000 weekday 60000 weekend,positif
5,"Tiket masuk kok 70 ribu
Mahal bangettt..... ??? …",tiket masuk kok 70 ribumahal bangettt  ,tiket masuk 70 ribumahal bangettt,"['tiket', 'masuk', '70', 'ribumahal', 'bangettt']",tiket masuk 70 ribumahal bangettt,positif
5,"Pantainya banyak pohon cemara, ada live musik",pantainya banyak pohon cemara ada live musik,pantainya pohon cemara live musik,"['pantainya', 'pohon', 'cemara', 'live', 'musik']",pantai pohon cemara live musik,positif
5,"Makin kesini makin bagus saja...
Per 24 Des 23 seperti masih ada sedikit penataan...kedepannya yakin makin topcerrrr... …",makin kesini makin bagus sajaper 24 des 23 seperti masih ada sedikit penataankedepannya yakin makin topcerrrr ,kesini bagus sajaper 24 des 23 penataankedepannya topcerrrr,"['kesini', 'bagus', 'sajaper', '24', 'des', '23', 'penataankedepannya', 'topcerrrr']",kesini bagus sajaper 24 des 23 penataankedepannya topcerrrr,positif
4,Sudah bagus. Cocok buat wisata keluarga. Mudahan tambah rame lagi.,sudah bagus cocok buat wisata keluarga mudahan tambah rame lagi,bagus cocok wisata keluarga mudahan rame,"['bagus', 'cocok', 'wisata', 'keluarga', 'mudahan', 'rame']",bagus cocok wisata keluarga mudah rame,positif
5,"Mantab,lebih tertib dan bersih terakhir kesini 8th lalu sudah semakin baik....sukses buat taman safari batang (jateng)",mantablebih tertib dan bersih terakhir kesini 8th lalu sudah semakin baiksukses buat taman safari batang jateng,mantablebih tertib bersih kesini 8th baiksukses taman safari batang jateng,"['mantablebih', 'tertib', 'bersih', 'kesini', '8th', 'baiksukses', 'taman', 'safari', 'batang', 'jateng']",mantablebih tertib bersih kesini 8th baiksukses taman safari batang jateng,positif
5,"Seru sekali datang ke Safari Beach Jateng, Edukasi anak anak tentang satwa, dan pantai yang bersih .",seru sekali datang ke safari beach jateng edukasi anak anak tentang satwa dan pantai yang bersih ,seru safari beach jateng edukasi anak anak satwa pantai bersih,"['seru', 'safari', 'beach', 'jateng', 'edukasi', 'anak', 'anak', 'satwa', 'pantai', 'bersih']",seru safari beach jateng edukasi anak anak satwa pantai bersih,positif
4,"Cocok untuk wisata keluarga, bisa nongkrong2 menikmati pemandangan pantai juga, cuma untuk makanan kurang memuaskan, menu terbatas, mahal juga..",cocok untuk wisata keluarga bisa nongkrong2 menikmati pemandangan pantai juga cuma untuk makanan kurang memuaskan menu terbatas mahal juga,cocok wisata keluarga nongkrong2 menikmati pemandangan pantai makanan memuaskan menu terbatas mahal,"['cocok', 'wisata', 'keluarga', 'nongkrong2', 'menikmati', 'pemandangan', 'pantai', 'makanan', 'memuaskan', 'menu', 'terbatas', 'mahal']",cocok wisata keluarga nongkrong2 nikmat pandang pantai makan muas menu batas mahal,positif
5,"Tempat nyaman pemandang pantai indah, mohon lebih banyak binatang nya. 👍 …",tempat nyaman pemandang pantai indah mohon lebih banyak binatang nya  ,nyaman pemandang pantai indah mohon binatang nya,"['nyaman', 'pemandang', 'pantai', 'indah', 'mohon', 'binatang', 'nya']",nyaman pandang pantai indah mohon binatang nya,positif
5,Rekomended,rekomended,rekomended,['rekomended'],rekomended,positif
5,Murah meriah satwa sehat kurang flora,murah meriah satwa sehat kurang flora,murah meriah satwa sehat flora,"['murah', 'meriah', 'satwa', 'sehat', 'flora']",murah riah satwa sehat flora,positif
1,Mending ketempat lain,mending ketempat lain,mending ketempat,"['mending', 'ketempat']",mending tempat,negatif
5,"Pantai nya bersih, tempat nya enak buat anak2 bermain",pantai nya bersih tempat nya enak buat anak2 bermain,pantai nya bersih nya enak anak2 bermain,"['pantai', 'nya', 'bersih', 'nya', 'enak', 'anak2', 'bermain']",pantai nya bersih nya enak anak2 main,positif
5,"Seru, paket komplit liburan bareng keluarga. Friendly kids. Pantainya bersih",seru paket komplit liburan bareng keluarga friendly kids pantainya bersih,seru paket komplit liburan bareng keluarga friendly kids pantainya bersih,"['seru', 'paket', 'komplit', 'liburan', 'bareng', 'keluarga', 'friendly', 'kids', 'pantainya', 'bersih']",seru paket komplit libur bareng keluarga friendly kids pantai bersih,positif
4,Masih tahap prmbangunan belum 100% tertata,masih tahap prmbangunan belum 100 tertata,tahap prmbangunan 100 tertata,"['tahap', 'prmbangunan', '100', 'tertata']",tahap prmbangunan 100 tata,positif
5,Anak anak suka dan excited melihat hewan hewan .,anak anak suka dan excited melihat hewan hewan ,anak anak suka excited hewan hewan,"['anak', 'anak', 'suka', 'excited', 'hewan', 'hewan']",anak anak suka excited hewan hewan,positif
5,Worthed banget.. Apalagi tiap Sabtu malam ada Safari Prime..  Seru banget nonton Firedance dan atraksi lumba lumba.. 😍😍😍 …,worthed banget apalagi tiap sabtu malam ada safari prime  seru banget nonton firedance dan atraksi lumba lumba  ,worthed banget sabtu malam safari prime seru banget nonton firedance atraksi lumba lumba,"['worthed', 'banget', 'sabtu', 'malam', 'safari', 'prime', 'seru', 'banget', 'nonton', 'firedance', 'atraksi', 'lumba', 'lumba']",worthed banget sabtu malam safari prime seru banget nonton firedance atraksi lumba lumba,positif
4,"Kesana pas hari kerja gak terlalu ramai, tapi kebarengan sama anak2 TK yg pada outing class. Tiket masuk weekday 50k dan dapat voucher makan 10k (sudah termasuk lihat pertunjukan lumba2). …",kesana pas hari kerja gak terlalu ramai tapi kebarengan sama anak2 tk yg pada outing class tiket masuk weekday 50k dan dapat voucher makan 10k sudah termasuk lihat pertunjukan lumba2 ,kesana pas kerja gak ramai kebarengan anak2 tk yg outing class tiket masuk weekday 50k voucher makan 10k lihat pertunjukan lumba2,"['kesana', 'pas', 'kerja', 'gak', 'ramai', 'kebarengan', 'anak2', 'tk', 'yg', 'outing', 'class', 'tiket', 'masuk', 'weekday', '50k', 'voucher', 'makan', '10k', 'lihat', 'pertunjukan', 'lumba2']",kesana pas kerja gak ramai bareng anak2 tk yg outing class tiket masuk weekday 50k voucher makan 10k lihat tunjuk lumba2,positif
5,Seneng banget pokoknya wisata paling komplit...bisa lihat banyak binatang...liat pertunjukan lumba2...bisa renang di pantai...mantapppp👍👍👍👍👍👍👍 …,seneng banget pokoknya wisata paling komplitbisa lihat banyak binatangliat pertunjukan lumba2bisa renang di pantaimantapppp ,seneng banget pokoknya wisata komplitbisa lihat binatangliat pertunjukan lumba2bisa renang pantaimantapppp,"['seneng', 'banget', 'pokoknya', 'wisata', 'komplitbisa', 'lihat', 'binatangliat', 'pertunjukan', 'lumba2bisa', 'renang', 'pantaimantapppp']",neng banget pokok wisata komplitbisa lihat binatangliat tunjuk lumba2bisa renang pantaimantapppp,positif
5,Tempat yang bagus dan nyaman untuk edukasi anak-anak.,tempat yang bagus dan nyaman untuk edukasi anakanak,bagus nyaman edukasi anakanak,"['bagus', 'nyaman', 'edukasi', 'anakanak']",bagus nyaman edukasi anakanak,positif
5,tempatnya nyaman  bersuh dsn kita  bisa intefasi langsung kerenab,tempatnya nyaman  bersuh dsn kita  bisa intefasi langsung kerenab,tempatnya nyaman bersuh dsn intefasi langsung kerenab,"['tempatnya', 'nyaman', 'bersuh', 'dsn', 'intefasi', 'langsung', 'kerenab']",tempat nyaman suh dsn intefasi langsung kerenab,positif
5,"Seru buat anak2, tempat adem asik. Tiket masuk relatif terjangkau krn sudah include nonton show lomba2, burung pemangsa dan pertunjukan seru lainnya",seru buat anak2 tempat adem asik tiket masuk relatif terjangkau krn sudah include nonton show lomba2 burung pemangsa dan pertunjukan seru lainnya,seru anak2 adem asik tiket masuk relatif terjangkau krn include nonton show lomba2 burung pemangsa pertunjukan seru,"['seru', 'anak2', 'adem', 'asik', 'tiket', 'masuk', 'relatif', 'terjangkau', 'krn', 'include', 'nonton', 'show', 'lomba2', 'burung', 'pemangsa', 'pertunjukan', 'seru']",seru anak2 adem asik tiket masuk relatif jangkau krn include nonton show lomba2 burung mangsa tunjuk seru,positif
4,Pantainya indah tempatnya bernuansa Cafe tepi pantai hanya saja banyak nyamuk sehingga harus bawa obat nyamuk,pantainya indah tempatnya bernuansa cafe tepi pantai hanya saja banyak nyamuk sehingga harus bawa obat nyamuk,pantainya indah tempatnya bernuansa cafe tepi pantai nyamuk bawa obat nyamuk,"['pantainya', 'indah', 'tempatnya', 'bernuansa', 'cafe', 'tepi', 'pantai', 'nyamuk', 'bawa', 'obat', 'nyamuk']",pantai indah tempat nuansa cafe tepi pantai nyamuk bawa obat nyamuk,positif
4,"Edukasi tentang hewan, cocok buat anak-anak",edukasi tentang hewan cocok buat anakanak,edukasi hewan cocok anakanak,"['edukasi', 'hewan', 'cocok', 'anakanak']",edukasi hewan cocok anakanak,positif
4,Tempat-tempat rekreasi nya bagus. Cuman harus ada penataan tempat lagi yang bagus.,tempattempat rekreasi nya bagus cuman harus ada penataan tempat lagi yang bagus,tempattempat rekreasi nya bagus cuman penataan bagus,"['tempattempat', 'rekreasi', 'nya', 'bagus', 'cuman', 'penataan', 'bagus']",tempattempat rekreasi nya bagus cuman tata bagus,positif
5,Keren sekali!,keren sekali,keren,['keren'],keren,positif
4,Bagus.. Cm pembangunan belum sls pas ksna,bagus cm pembangunan belum sls pas ksna,bagus cm pembangunan sls pas ksna,"['bagus', 'cm', 'pembangunan', 'sls', 'pas', 'ksna']",bagus cm bangun sls pas ksna,positif
5,"Cukup menghibur, terima kasih",cukup menghibur terima kasih,menghibur terima kasih,"['menghibur', 'terima', 'kasih']",hibur terima kasih,positif
5,Tempatnya bagus,tempatnya bagus,tempatnya bagus,"['tempatnya', 'bagus']",tempat bagus,positif
4,Bagus ada pertunjukan lumba2 dama gajah,bagus ada pertunjukan lumba2 dama gajah,bagus pertunjukan lumba2 dama gajah,"['bagus', 'pertunjukan', 'lumba2', 'dama', 'gajah']",bagus tunjuk lumba2 dama gajah,positif
