content,text_tokens_stemmed,Label,Label NB
Pelayana ruang melati sangat baik ruangan nya juga bersih,pelayana ruang melati ruang nya bersih,positif,positif
Pelayanan diruang melati sangat baik,layan ruang melati,positif,positif
Bagus untuk pelayanan melati,bagus layan melati,positif,positif
No review text,no review text,positif,positif
Terus tingkatkan mutu kesehatan dan pegawainya,tingkat mutu sehat pegawai,positif,positif
"Ponakan saya dirawat di ruang Flamboyan VIP, pelayanan baik, tapi ruangan VIP sangat sempit, mohon untuk diperbaiki kualitas dan fasilitas ruang VIP nya 🙏 …",ponakan rawat ruang flamboyan vip layan ruang vip sempit mohon baik kualitas fasilitas ruang vip nya,positif,positif
"RS nya bersih, pelayanan ramah",rs nya bersih layan ramah,positif,positif
Pernah tes napza.... pelayanan ne ramah...langsung sat set mengganti identitas dokumen yg salah,tes napza layan ne ramahlangsung sat set ganti identitas dokumen yg salah,positif,positif
Perawatnya ramah2...plyanan semakin bagus dan cepat...tingkat terus..,awat ramah2plyanan bagus cepattingkat,positif,positif
Rsud kajen pelayanan ramah dan cepat,rsud kajen layan ramah cepat,positif,positif
Bersih dan nyaman,bersih nyaman,positif,positif
Rsud kajen pelayann ok,rsud kajen pelayann ok,positif,positif
"RSUD Kajen semakin Ok,pelayanan mantab dan ramah 👍👍👍 …",rsud kajen okpelayanan mantab ramah,positif,positif
"RSUD kajen Pelayanan nya sangat baik, petugas nya ramah murah senyum telaten",rsud kajen layan nya tugas nya ramah murah senyum telaten,positif,positif
"Alhamdulillah....semenjak adanya RSUD KAJEN....,kami masyarakat sangat terbantu sekali ,apalagi PELAYANAN NYA HUMONIS ,TEPAT ,DAN SEPERTI KELUARGA SENDIRI ,tempatnya juga BERSIH & SEJUK.",alhamdulillahsemenjak rsud kajenkami masyarakat bantu layan nya humonis keluarga tempat bersih sejuk,positif,positif
"Rumah sakit dg pelayanan prima, ramah² petugas nya 😘 …",rumah sakit dg layan prima ramah tugas nya,positif,positif
"Alhamdulillah seccar 2x di RSUD KAJEN nyaman dan dilayani dengan baik,,",alhamdulillah seccar 2x rsud kajen nyaman layan,positif,positif
"Perawatan di uangan anak baik
Tapi mohon maaf uangan dan kamar mandi sempit",awat uang anak baiktapi mohon maaf uang kamar mandi sempit,positif,positif
"Terimakasih RSUD kajen, pelayanan diruangan anak sudah baik",terimakasih rsud kajen layan ruang anak,positif,positif
"Alhamdulillah selama anak saya dirawat di ruang flamboyan, pelayanan baik..
Dokternya juga enak untuk di ajak konsultasi",alhamdulillah anak rawat ruang flamboyan layan baikdokternya enak ajak konsultasi,positif,positif
Sangat baik pelayanan nya tetapi untuk di ruang anak tepat nya di ruang flamboyan itu ruangan nya terasa panas mohon untuk di respon kan,layan nya ruang anak nya ruang flamboyan ruang nya panas mohon respon,positif,positif
"Pelayanan diruang anak cukup baik,tapi ruangan sangat panas dan sempit,mungkin bisa di perbesar ruangan,dan juga dikasih AC juga  biar dingin-dingin gitu dan biar gk kepanasan terima kasih...",layan ruang anak baiktapi ruang panas sempitmungkin besar ruangandan kasih ac biar dingindingin gitu biar gk panas terima kasih,positif,positif
"pelayanan dirungan anak baik , tp mohon maaf pihak rs, tolong diperhatikan alat alat mainan anak anak, banyak yg rusakkk",layan dirungan anak tp mohon maaf rs tolong perhati alat alat main anak anak yg rusakkk,positif,positif
dingin dan bersih,dingin bersih,positif,positif
"Alhamduliah makasih pak supir RSUD kajen
Pengalaman saya di antar supir ya yaman tidak ugal ugalan di tingkatkan lg pelayanaan lebih bagus",alhamduliah makasih supir rsud kajenpengalaman supir ya yaman ugal ugalan tingkat lg pelayanaan bagus,positif,positif
"atas pelayanan yang memuaskan, terimakasih rsud kajen",layan muas terimakasih rsud kajen,positif,positif
"Alhamduliah untuk pelayanan supir ramah
Dikasih tip ngk mau  terima kasih RUSD KAJEN",alhamduliah layan supir ramahdikasih tip ngk terima kasih rusd kajen,positif,positif
No review text,no review text,positif,positif
Alkhamdulillah....pelaynn sgt baik,alkhamdulillahpelaynn sgt,positif,positif
Pelayanan nya semakin membaik banyak dokter yang canggih canggih semoga semakin sukses selalu,layan nya baik dokter canggih canggih moga sukses,positif,positif
Pelayanan bagus,layan bagus,positif,positif
"Pelayanan saat dipoli terlayani dg baik dan utk antri apotiknya msh wajar tdk kelamaan...
Smg bs dtingktkn lebih baik lg utk RSUD kajen jaya",layan pol layan dg utk antri apotik msh wajar tdk kelamaansmg bs dtingktkn lg utk rsud kajen jaya,positif,positif
RSUD KAJEN YANG TERBAIK,rsud kajen baik,positif,positif
Pelayanan baik,layan,positif,positif
No review text,no review text,positif,positif
"Saya adalah pasien rawat jalan, selama saya berobat di RSUD ini, saya merasa nyaman karena pelayanannya sangat baik,para karyawan dan perawat nya pun sangat ramah dan bersahabat. Smg RSUD ini kedepan semakin baik dan berjaya...🙏 …",pasien rawat jalan obat rsud nyaman layan baikpara karyawan awat nya ramah sahabat smg rsud depan jaya,positif,positif
No review text,no review text,positif,positif
"Pelayanan baik, tempat bersih, perawatnya ramah. Tingkatkan terus untuk pelayanan kedepan nya 🙏 …",layan bersih awat ramah tingkat layan depan nya,positif,positif
No review text,no review text,positif,positif
"RSUD kajen pelayanannya memuaskan,, perawatnya ramah ramah",rsud kajen layan muas awat ramah ramah,positif,positif
"Pelayanan dikamar operasinya istimewa mas admin dan perawatnya ramah,kita yg mau operasi tegang,deg2an dibuat happy dg diajak bercanda sukses selalu rsud kajen",layan kamar operasi istimewa mas admin awat ramahkita yg operasi tegangdeg2an happy dg ajak canda sukses rsud kajen,positif,positif
"Pelayanannya bagus, tempatnya bersih, perawatnya ramah ramah. Mantappp!!",layan bagus tempat bersih awat ramah ramah mantappp,positif,positif
Terima kasih RSUD Kajen untuk pelayanannya yang baik.,terima kasih rsud kajen layan,positif,positif
Semoga Rsud kajen tambah Jaya dlm memberikan pelayanan kesehatan pada masyarakat kab.Pekalongan dan sekitarnya 👍👍👍⭐⭐⭐⭐⭐ …,moga rsud kajen jaya dlm layan sehat masyarakat kabpekalongan,positif,positif
Alhamdulillaah selalu lancar dan dilayani dg baik jika kontrol di Rsud Kajen 🙏 …,alhamdulillaah lancar layan dg kontrol rsud kajen,positif,positif
walaupun keluarga saya pasien bpjs.. tetap dilayani dengan baik,keluarga pasien bpjs layan,positif,positif
No review text,no review text,positif,positif
Peratwatanya baik....perawatnya ramah ramah,peratwatanya baikperawatnya ramah ramah,positif,positif
"RSUD dengan fasilitas yg baik, salut sama hospitality security dan petugas yg menerima pendaftaran pasien 👍👍 …",rsud fasilitas yg salut hospitality security tugas yg terima daftar pasien,positif,positif
"Pelayanannya bagus, dipandu oleh security yg ramah dan diarahkan langsung... para pegawainya murah senyum semua... semangat untuk memberikan layanan yg terbaik bagi masyarakat...",layan bagus pandu security yg ramah arah langsung pegawai murah senyum semangat layan yg baik masyarakat,positif,positif
Sangat memuaskan sekali pelayanannya.. ruang Seroja....jaya selalu RS kajen,muas layan ruang serojajaya rs kajen,positif,positif
Rsud kajen mantab..👍 …,rsud kajen mantab,positif,positif
"RSUD kajen cukup luas, pelayanan sudah semakin baik,perawatnya baik2 dan ramah2...Terima kasih RSUD Kajen..",rsud kajen luas layan baikperawatnya baik2 ramah2terima kasih rsud kajen,positif,positif
"Pelayanannya baik. Perawatnya ramah, cekatan. Terima kasih RSUD kajen",layan awat ramah cekat terima kasih rsud kajen,positif,positif
No review text,no review text,positif,positif
Pelayanan nya bagus.... Saya sangat berterimakasih RSUD kajen.,layan nya bagus berterimakasih rsud kajen,positif,positif
Semoga pelayanan nya lebih bagus.. Full senyum.... Jaya selalu RSUD kajen,moga layan nya bagus full senyum jaya rsud kajen,positif,positif
Pelayanan rumah sakit Ruangan melati sangat bagus saya puas,layan rumah sakit ruang melati bagus puas,positif,positif
Saya seneng dengan oelayanan ruangan melati karena petugas sangat ramah serta bersih adem,neng oelayanan ruang melati tugas ramah bersih adem,positif,positif
"Fasilitas lumayan kelas 3 tetep adek, dijam istirahat tv di matiin oleh petugas. Dijam biasa di nyalahin. Jdi nyaman.",fasilitas lumayan kelas 3 tetep adek jam istirahat tv matiin tugas jam nyalahin jdi nyaman,positif,positif
Saya sangat puas dengan pelayanan kerja rumah sakit disini karena petugasnya ramah dan fasilitas sangat memadai bersih asri di ruang melati,puas layan kerja rumah sakit tugas ramah fasilitas pada bersih asri ruang melati,positif,positif
Puas banget pelayanan di Ruangan melati PETUGAS RAMAH😍🤩 …,puas banget layan ruang melati tugas ramah,positif,positif
"Dari pertama masuk enak kamar mandi ruangan walau sempit tapi bersih,petugas ruangan melati juga cekatan",masuk enak kamar mandi ruang sempit bersihpetugas ruang melati cekat,positif,positif
Bagus banget pelayanan di ruangan melati,bagus banget layan ruang melati,positif,positif
Bagus banget pelayanan di RSUD KAJEN ruangan MELATI,bagus banget layan rsud kajen ruang melati,positif,positif
Bagus banget pelayanan fi RSUD Kajen ruangan melati,bagus banget layan fi rsud kajen ruang melati,positif,positif
Nyaman dan sekarang sudah memuaskanq,nyaman memuaskanq,positif,positif
bagus sekali pelayanan di RSUD kajen,bagus layan rsud kajen,positif,positif
No review text,no review text,positif,positif
PELAYANAN R MELATI SANGAT BAGUS,layan r melati bagus,positif,positif
No review text,no review text,positif,positif
"alhamdullillah anak saya menjalani perawatan diruang anak, meskipun nenggunakan rumah zakat, pelayanan tetap baik..ramah",alhamdullillah anak jalan awat ruang anak nenggunakan rumah zakat layan baikramah,positif,positif
Pelayanan bagus sekali daya puas,layan bagus daya puas,positif,positif
"Pelayanan sangat bagus, saya seneng dirawat di RSUD KAJEN",layan bagus neng rawat rsud kajen,positif,positif
"Bagus sekali pelayanan di RSUD KAJEN ini fasilitas sangat mendukung, terimakasih",bagus layan rsud kajen fasilitas dukung terimakasih,positif,positif
"RSUD kajen Ruangnya bersih, dan sejuk, perawatnya cantik dan baik
fasilitasnya sangat memadai",rsud kajen ruang bersih sejuk awat cantik baikfasilitasnya pada,positif,positif
"RSUD kajen Ruangan nya bersih,Perawat nya baik dan cantik, Lingkungan sejuk, fasilitas nya memadai",rsud kajen ruang nya bersihperawat nya cantik lingkung sejuk fasilitas nya pada,positif,positif
No review text,no review text,positif,positif
rumah sakitnya luas bersih dan udaranya segar,rumah sakit luas bersih udara segar,positif,positif
"Pelayanannya ramah, helpfull, bersih dan asri..",layan ramah helpfull bersih asri,positif,positif
Sangat puas dengan pelayanannya,puas layan,positif,positif
Puas...terimakasih pelayanan di ruang Seroja...jaya selalu RSUD kajen,puasterimakasih layan ruang serojajaya rsud kajen,positif,positif
"Pelayanan bagus , Terimakasih",layan bagus terimakasih,positif,positif
Terimakasih,terimakasih,positif,positif
"Pelayanan Raman dan tanggap,terima kasih ruang seroja",layan ram tanggapterima kasih ruang seroja,positif,positif
"Pelayanan bagus dan cepat tanggap.
Alat yg digunakan mumpuni.",layan bagus cepat tanggapalat yg mumpuni,positif,positif
Mantab,mantab,positif,positif
"Sangat direkomendasikan. Pelayanannya maksimal. Dan dibawah kepemimpinan Dirut yang berdedikasi tinggi ( kebetulan saya kenal beliau dengan sangat baik)  Bravo RSUD Kajen. Sukses selalu terkhusus dr Imam P. Salam, a w",rekomendasi layan maksimal bawah pimpin dirut dedikasi kenal beliau bravo rsud kajen sukses khusus dr imam p salam a w,positif,positif
Semakin mantab pelayanannya,mantab layan,positif,positif
Nyaman,nyaman,positif,positif
Kerja bagus👍 …,kerja bagus,positif,positif
"Pelayanannya sudah baik ,pelayanan IGD lebih ditingkatkan untuk pasien gawat darurat.",layan layan igd tingkat pasien gawat darurat,positif,positif
"Pelayanannya Bagus,tertib dan Ramah.
Semoga bisa ditingkatkan lagi Pelayanannya. …",layan bagustertib ramahsemoga tingkat layan,positif,positif
"Sudah cukup bagus, pertahankan dan ditingkatkan lagi pelayanan nyaa...",bagus tahan tingkat layan nyaa,positif,positif
"Pelayanannya sudah baik, tapi semoga bisa ditingkatkan lagi.",layan moga tingkat,positif,positif
"suka banget sama tempatnya yg indah dan adem dimata, utk pelayanannya sudah memuaskan.... semoga dapat terus ditingkatkan lagi🙏 …",suka banget tempat yg indah adem mata utk layan muas moga tingkat,positif,positif
"lingkungannya asri, pelayanannya sudah bagus.. semoga bisa terus ditingkatkan lagi pelayanannya 👍👍👍 …",lingkung asri layan bagus moga tingkat layan,positif,positif
Tempatnya asri,tempat asri,positif,positif
Pelayanan memuaskan,layan muas,positif,positif
Pelayanan Bagus dan ramah,layan bagus ramah,positif,positif
No review text,no review text,positif,positif
"Ruang nyaman, pelayanan ramah",ruang nyaman layan ramah,positif,positif
No review text,no review text,positif,positif
"RSUD kajen pelayananya baik, tempatnya bersih nyaman.",rsud kajen pelayananya tempat bersih nyaman,positif,positif
Pelayanan bagus......,layan bagus,positif,positif
Pelayanan prima,layan prima,positif,positif
Pelayanan baikk.bagusss,layan baikkbagusss,positif,positif
pelayanan cepat dan memuaskan,layan cepat muas,positif,positif
"Petugasnya ramah, aman dan nyaman",tugas ramah aman nyaman,positif,positif
Ramah  dan disiplin,ramah disiplin,positif,positif
Pelayanan nya ramah dan tempat nya nyaman terimakasih,layan nya ramah nya nyaman terimakasih,positif,positif
Ruang Melati Nyaman dan bersih,ruang melati nyaman bersih,positif,positif
Menurut saya RSUD Kajen semakin kesini semakin baik...,rsud kajen kesini,positif,positif
"Alhamdulillah pelayanan di ruang teratai semakin membaik, petugasnya ramah dan pelayanannya cepat",alhamdulillah layan ruang teratai baik tugas ramah layan cepat,positif,positif
"Pelayanannya bagus,ramah,lingkungannya asri",layan bagusramahlingkungannya asri,positif,positif
RSUD kajen yang terbaik👍👍 …,rsud kajen baik,positif,positif
Alhamdulilah pelayanan di RSUD Kajen sangat memuaskan,alhamdulilah layan rsud kajen muas,positif,positif
Pelayanan mudah,layan mudah,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Terima kasih RSUD kajen,terima kasih rsud kajen,positif,positif
"Anak saya dirawat diruang anak, syukur Alhamdulillah pelayanannya baik, rumah
Banyak mainan, anak saya senang
Tp mohon untuk diperbaiki kualitas mainannya Karena banyak yg sudah rusak pak",anak rawat ruang anak syukur alhamdulillah layan rumahbanyak main anak senangtp mohon baik kualitas main yg rusak,positif,positif
Semoga bisa lebih baik lagi,moga,positif,positif
Nyaman,nyaman,positif,positif
Trrimakasih rsud kajen... semiga jaya selalu,trrimakasih rsud kajen semiga jaya,positif,positif
"Pelayanan ramah cepat, ruangan rapi bersih
Terimakasih",layan ramah cepat ruang rapi bersihterimakasih,positif,positif
"Alhamdulillah perawatan anak saya baik, dokter perawat semua ramah",alhamdulillah awat anak dokter awat ramah,positif,positif
"pengobatan anak saya di ruang anak gratis tis,  tapi pelayanan bagus tidak dibedakan",obat anak ruang anak gratis tis layan bagus beda,positif,positif
"Alhamdulillah anak saya dirawat di ruang anak pelayanan baik, betah karena nyaman banyak mainan, tapi sayang alat mainan banyak yg sudah rusak dan ruangan panas",alhamdulillah anak rawat ruang anak layan betah nyaman main sayang alat main yg rusak ruang panas,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Lingkungan bersih, pelayanan ramah, akses mudah semoga bisa dipertahankan syukur syukur ditingkatkan",lingkung bersih layan ramah akses mudah moga tahan syukur syukur tingkat,positif,positif
"Terima kasih RSUD Kajen, sudah memberikan pelayanan terbaik dari pendaftaran hingga tindakan.
Pengalaman saya nungguin ibu saya, dokter dan perawat dengan penuh sabar …",terima kasih rsud kajen layan baik daftar tindakanpengalaman nungguin dokter awat penuh sabar,positif,positif
Pelayanan kesehatan terbaik di wilayahnya dan keramahan yang baik dari seluruh staf membuat pasien mendapatkan pelayanan medis terbaik.,layan sehat baik wilayah ramah staf pasien layan medis baik,positif,positif
Pelayanan yang baik dan sigap,layan sigap,positif,positif
No review text,no review text,positif,positif
Sudah lebih baik,,positif,positif
"Alhamdulillah lingkungan bersih, pelayanan bagus,dan cepat terimakasih RSUD Kajen👍 …",alhamdulillah lingkung bersih layan bagusdan cepat terimakasih rsud kajen,positif,positif
Semoga selalu menjadi instansi penuh barokah sebagai jalan ikhtiar sehat dan kesembuhan.,moga instansi penuh barokah jalan ikhtiar sehat sembuh,positif,positif
Beberapa kali berkunjung ke RSUD Kajen ... pelayananan nya bagus .. fasilitas nya oke ..,kali kunjung rsud kajen pelayananan nya bagus fasilitas nya oke,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Semoga menjadi yg terdepan,moga yg depan,positif,positif
No review text,no review text,positif,positif
"Pernah antar  orangtua periksa, terutama poli mata dan poli tht... Pelayanan cepat dan ramah, tempatnya asri dan luas juga",orangtua periksa pol mata pol tht layan cepat ramah tempat asri luas,positif,positif
"Pelayanan bagus,
Semoga kedepan bisa lebih baik lagi pelayanannya, terutama pada masyarakat menengah ke bawah.",layan bagussemoga depan layan masyarakat tengah,positif,positif
Sukses selalu,sukses,positif,positif
Pelayanan rsud kajen baik dan cepat. Antrian poli sekarang bisa lebih cepat dan mudah,layan rsud kajen cepat antri pol cepat mudah,positif,positif
Pelayanan sangat bagus👍👍 …,layan bagus,positif,positif
"Pernah menjadi penunggu pasien ruang phonex, ruangannya nyaman dan petugasnya ramah",tunggu pasien ruang phonex ruang nyaman tugas ramah,positif,positif
"Sangat membantu masyarakat dalam membutuhkan pertolongan kesehatan, Tingkatkan terus kualitas dan pelayanan agar semakin dan semakin baik
Jaya sukses selalu RSUD Kajen 👍 …",bantu masyarakat butuh tolong sehat tingkat kualitas layan baikjaya sukses rsud kajen,positif,positif
Pelayan semakin terus membaik,layan baik,positif,positif
"Pelayanan sangat baik, letaknya srategis👍 …",layan letak srategis,positif,positif
Pelayanannya bagus tempatnya oke tingkatkan terus ...,layan bagus tempat oke tingkat,positif,positif
No review text,no review text,positif,positif
Sebelah timurnya sudah ada Gedung Baru yang bagus...semoga bisa segera beroperasi dan pelayanan yang sudah baik semakin di tingkatkan....Buka poli sore dan malam kalo bisa....,belah timur gedung bagussemoga operasi layan tingkatkanbuka pol sore malam kalo,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Keren,keren,positif,positif
RSUD Yang menurut pengalaman saya selama keluarga di rawat di RS Kajen..pelayanannya baik..informasi jelas.,rsud alam keluarga rawat rs kajenpelayanannya baikinformasi,positif,positif
Alhamdulillah selama ini saya selalu setia berobat kers Kajen karena pelayanan bagus,alhamdulillah setia obat kers kajen layan bagus,positif,positif
Pelayanan ramah dan baik.,layan ramah,positif,positif
Pelayanan yg sangat luarbiasa,layan yg luarbiasa,positif,positif
Humanis & public oriented. Lingkungan bersih dan nyaman,humanis public oriented lingkung bersih nyaman,positif,positif
"Alhamdulillah pelayanan bagus dan sekarang mudah dengan adanya pendaftaran online /JKN,terasa terbantu dan lebih cepat tidak perlu antri lagi spt dlu saat saya mendaftar di RSUD Kajen...
Terimakasih sukses dan semakin maju terus",alhamdulillah layan bagus mudah daftar online jknterasa bantu cepat antri spt dlu daftar rsud kajenterimakasih sukses maju,positif,positif
"RSUD Kajen lingkungan bersih, pelayanan cepat dan ramah",rsud kajen lingkung bersih layan cepat ramah,positif,positif
No review text,no review text,positif,positif
"Pelayanannya bagus,cuma nyamuknya banyak banget",layan baguscuma nyamuk banget,positif,positif
Pelayanan memuaskan,layan muas,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
"Saya penunggu pasien diruang anak, Alhamdulillah ruangan dekat dengan masjid
Sehingga  mudah utk beribadah karena ruang anak sangat sempit🙏 tapi utk pelayanan cukup baik, ramah👍 …",tunggu pasien ruang anak alhamdulillah ruang masjidsehingga mudah utk ibadah ruang anak sempit utk layan ramah,positif,positif
"Alhamdulillah pernah dirawat diruang anak, meskipun menggunakan program gratis, pelayanan terhadap anak saya tidak dibedakan, tetap ramah dan sopan",alhamdulillah rawat ruang anak program gratis layan anak beda ramah sopan,positif,positif
No review text,no review text,positif,positif
Parkir luas  aman memadai,parkir luas aman pada,positif,positif
Bersih...hijau berseri 💚 …,bersihhijau seri,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Pelayannya ok,layan ok,positif,positif
Pelayanan Ruang Mawar bagus waktu merawat anak saya yang operasi,layan ruang mawar bagus rawat anak operasi,positif,positif
sukses selalu RSUD Kajen,sukses rsud kajen,positif,positif
"Pelayanan oke, dokter n perawat ramah2 smua. Tempatnya juga bersih",layan oke dokter n awat ramah2 smua tempat bersih,positif,positif
Pengalaman dirawat di rs kajen sangat baik ...,alam rawat rs kajen,positif,positif
Semoga selalu menjadi RS yang terbaik dalam memberikan pelayanan,moga rs baik layan,positif,positif
salah satu RSUD terbaik di Kab Pekalongan..pelayanan mantap..Dokter spesialis yg lengkap dan berpengalaman👍 …,salah rsud baik kab pekalonganpelayanan mantapdokter spesialis yg lengkap alam,positif,positif
Rsud kajen..rsud kebanggaan masyarakat kabupaten pekalongan..terima kasih telah memberikan sumbangsih dalam peningkatan pelayanan kesehatan,rsud kajenrsud bangga masyarakat kabupaten pekalonganterima kasih sumbangsih tingkat layan sehat,positif,positif
"Tempat representatif, pilihan dokter lengkap, tata ruang sejuk dan asri, pelayanan ramah dan cekatan... Maju terus RSUD Kajen...",representatif pilih dokter lengkap tata ruang sejuk asri layan ramah cekat maju rsud kajen,positif,positif
Sangat bagus dalam memberikan pelayanan,bagus layan,positif,positif
"Terimakasih RS Kajen, pelayanannya sudah makin oke, pelayanan ramah dan memuaskan. Semoga Manajemen Rs Kajen bisa mempertahankan pelayanannya....aminnn",terimakasih rs kajen layan oke layan ramah muas moga manajemen rs kajen tahan pelayanannyaaminnn,positif,positif
"Pelayanan bagus, fasilitas memadai",layan bagus fasilitas pada,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
RSUD Kajen... terbaik,rsud kajen baik,positif,positif
No review text,no review text,positif,positif
Bagus,bagus,positif,positif
"Alhamdulilllah terlayani dengan baik, pelayanan cepat aetelah ada online, perawatnya ramah ramah, dokternya komunikatif..sukses selalu buat RSUD Kajen",alhamdulilllah layan layan cepat aetelah online awat ramah ramah dokter komunikatifsukses rsud kajen,positif,positif
Besar,,positif,positif
MANTAP,mantap,positif,positif
No review text,no review text,positif,positif
Dengan adanya Gedung baru tentu tempat dan pasilitas semakin Baik,gedung pasilitas,positif,positif
bagus,bagus,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Pelayanannya bagus.,layan bagus,positif,positif
Alhamdulilah pelayanan terhadap kami pada waktu di RSUD Kajen selalu baik.,alhamdulilah layan rsud kajen,positif,positif
No review text,no review text,positif,positif
Rumah sakit yg cukup bagus pelayanannya di kotaku👍 …,rumah sakit yg bagus layan kota,positif,positif
"RS terbaik di kabupaten Pekalongan,dokter2nya sigap,susternya cekatan",rs baik kabupaten pekalongandokter2nya sigapsusternya cekat,positif,positif
kamarnya bersih. makanan lezat,kamar bersih makan lezat,positif,positif
RSUD kajen semakin bagus dalam pelayanan kesehatan dan pengabdian kepada masyarakat.,rsud kajen bagus layan sehat abdi masyarakat,positif,positif
RSUD Kajen terbaik 👍 …,rsud kajen baik,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Bersih dan pelayanan sangat memuaskan 😍😍 …,bersih layan muas,positif,positif
No review text,no review text,positif,positif
Lanjutkan,lanjut,positif,positif
"Kemarin ke dokter kulit, pelayanan sangat bagus",kemarin dokter kulit layan bagus,positif,positif
No review text,no review text,positif,positif
Terbaiklah👍 semoga barokah …,baik moga barokah,positif,positif
Pengalaman cek laborat pegawainya ramah² yaa...,alam cek laborat pegawai ramah yaa,positif,positif
Pelayanan Prima,layan prima,positif,positif
No review text,no review text,positif,positif
rumah sakit yang bagus,rumah sakit bagus,positif,positif
"Pelayanan bagus,staff n dokternya ramah². Sukses terus RSUD kajen..semoga kedepannya lebih baik lagi",layan bagusstaff n dokter ramah sukses rsud kajensemoga depan,positif,positif
Alhamdulillah selama ini kami dapat pelayanan dengan baik,alhamdulillah layan,positif,positif
Layanannya bagus,layan bagus,positif,positif
Pelayanan bagus. Dokter dan perawatnya sigap dan ramah.,layan bagus dokter awat sigap ramah,positif,positif
Fasilitas maupun pelayanan memuaskan.,fasilitas layan muas,positif,positif
"Pelayanan bagus, dokter & perawat cepat tanggap",layan bagus dokter awat cepat tanggap,positif,positif
Semakin maju. Aamiin,maju aamiin,positif,positif
Petugas yang ramah ramah. Semoga kedepan lebih baik lagi...,tugas ramah ramah moga depan,positif,positif
No review text,no review text,positif,positif
Petunjuk ruangan yg mudah dilihat & jelas shg ketika mencari ruangan yg dituju mudah ditemukan..,tunjuk ruang yg mudah shg cari ruang yg tuju mudah temu,positif,positif
No review text,no review text,positif,positif
rumah sakit hijau,rumah sakit hijau,positif,positif
"Layanan bagus dan cepat, tak perlu waktu lama ngantri obatnya. Maju terus RSUD Kajen.",layan bagus cepat ngantri obat maju rsud kajen,positif,positif
Pelayanan Bagusss 👍👍👍 …,layan bagusss,positif,positif
Sukses selalu RSUD Kajen,sukses rsud kajen,positif,positif
No review text,no review text,positif,positif
"Bersih, pelayanan cepat dan tanggap 👍 …",bersih layan cepat tanggap,positif,positif
No review text,no review text,positif,positif
"Tempatnya bersih dokter spesialisnya lengkap
Pelayanan ramah",tempat bersih dokter spesialis lengkappelayanan ramah,positif,positif
"Alhamdulillah saat bapak dan ibu saya dirawat di RSUD Kajen, selalu mendapatkan pelayanan yang baik dan  ramah dari semua pihak, mulai dari tenaga kesehatan sampai dengan tenaga kebersihan. Ruangan juga selalu terjaga kebersihannya. Terimakasih 🙏 …",alhamdulillah rawat rsud kajen layan ramah tenaga sehat tenaga bersih ruang jaga bersih terimakasih,positif,positif
No review text,no review text,positif,positif
"Pelayanan baik.. Semoga semakin baik lagi dengan adanya gedung baru 4 lantai..
Good job",layan moga gedung 4 lantaigood job,positif,positif
Pelayanan memuaskan,layan muas,positif,positif
Pelayananya ramah dan cepat... rekomended,pelayananya ramah cepat rekomended,positif,positif
"Pelayanan Terbaik bagi kami selaku pasien di RSUD Kajen.
Semakin sukses untuk RSUD Kajen",layan baik pasien rsud kajensemakin sukses rsud kajen,positif,positif
"Rumah sakit pemerintah yg sdh berbenah, dgn pelayanan yg cepat, ramah dan tidak membedakan pasien.... tempatnya jg beraih dan sejuk",rumah sakit perintah yg sdh benah dgn layan yg cepat ramah beda pasien tempat jg raih sejuk,positif,positif
pkl disini nyaman poll,pkl nyaman poll,positif,positif
No review text,no review text,positif,positif
Pelayanan baik. Respon ke pasien ramah dan cepat.,layan respon pasien ramah cepat,positif,positif
Topp dahh kalo pkl di rsud kajenn,topp dahh kalo pkl rsud kajenn,positif,positif
"Rsud kajen dengan lingkungannya yang nyaman, pelayanannya baik, pegawainya ramah ramah⭐⭐⭐⭐⭐",rsud kajen lingkung nyaman layan pegawai ramah ramah,positif,positif
"Petugasnya ramah, rumah sakitnya nersih",tugas ramah rumah sakit nersih,positif,positif
No review text,no review text,positif,positif
perawatan nya sangat baik👐🏽👍 …,awat nya,positif,positif
No review text,no review text,positif,positif
Pelayanan bagus ..perawat ramah👍👍👍 …,layan bagus awat ramah,positif,positif
No review text,no review text,positif,positif
Sukses terus RSUD Kajen,sukses rsud kajen,positif,positif
Rumah sakitnya Adem Rindang...Tingkatkan Pelayanan biar semakin Maju,rumah sakit adem rindangtingkatkan layan biar maju,positif,positif
Terus memberi layanan terbaik RSUD Kajen,layan baik rsud kajen,positif,positif
Pengembangan kompetensi SDM dlm segala hal luar biasa,kembang kompetensi sdm dlm,positif,positif
