Username,Review,Stars
Casono Maulana,"pengalaman yg sangat menarik,bisa lihat bermacam macam hewan,tapi lumayan panas padahal dekat pantai,kayak ga ada anginnya gitu, untuk tiket masuk mahal tp okelah buat hiburan",5
WindA WiriA,No review text,5
Arief Yuwono,Datang sebelum buka mini zoo nya. Sayang pantai pasirnya tidak terlalu luas... kalau pagi tidak panas dan ramai... di tepi pantai banyak tempat bersantai dan banyak jualan makanan dan minuman. Sayang banyak pengunjung yang masih saja buang sampah sembarangan... petugas kebersihan ok tapi... kebersihan tetap terjaga,5
Achmad Fuhadi,"Tempat atraksi lumba-lumba terlalu pengap dan panas, harusnya ditambah kipas atau blower agar tempat nya sejuk dan nyaman...
Semoga bisa di improve agar lebih nyaman",3
Ferliana Santoso,No review text,5
Siskawan Rospuji,No review text,5
Indah Asmani,bagus,5
Syifa Fauzia,"Pengalaman bukber di safari beach jateng, menunya enak, lengkap, view nya dapet dan yg menarik ada pertunjukan hiburan",5
Agus Setiawan,No review text,5
Winda Priyanto,"perlu banyak renovasi, tapi konsepnya keren. kita dapat menikmati pantai & kebun binatang pada saat yang sama.. jadi saya menyarankan taman safari untuk mengisi lebih banyak hewan laut/air untuk menggabungkan konsepnya",4
Nurfithrotun Nisa,No review text,5
Hendra h,Tempatnya seru dan harga tiket murah,5
Reni supriyanti,No review text,5
Dian Farrah,No review text,5
Ardo Verbian,Tempatnya nyaman dan makanannya enak,5
muhamad sukron,Destinasi wisata murah meriah,5
Taqin Venomcom,No review text,5
Paramitha Hanum Amaranggana,SANGAT SANGAT SANGAT WORTH IT UNTUK DIKUNJUNGIII!!!❤️❤️❤️,5
Alesha Az zahra,No review text,5
Rayesh Arsyaditya Rachman,No review text,5
Yuda A. M.,Harus terus dikembangkan safari nya,5
Auliarahman Galang Feroma,"Harga tiket memang lumayan mahal, namun pantainya memang bersih. Parkiran luas. Ada atraksi lumba-lumba, naik gajah/onta, dan bisa melihat hewan2 lainnya. Sekitar 45 menit dari exit tol kandeman Batang.",5
Firrizki Rahmatulloh,No review text,5
Tri Rahayu Utami,No review text,5
Afrial Irfa,Tempat yang asyik buat rekreasi bersama keluarga.. pengalaman sekali bisa wisata fauna di dekat pantai …,5
Him,Tempat yang sangat bagus untuk berkumpul bersama keluarga.,4
cobainz dimaz,"Sayang, area terbuka dilarang merokok",4
nugroho andriyanto,"Rekomendasi buat anak"" tapi sayang kotor tempatnya",4
Teddie Tjahjana,Cafe nya bagus,5
Bowie Aksan,No review text,5
Andri Bagus F,"Bagus,booth jajan annya enak"",, paling seru nonton lumba"" nya sii",5
Rheny Pietha,"tempat bagus,lumayan bersih untuk jalan nya kurang bagus yaaa yg dr resto ke tempat dolphin tidal friendly klo bawa stroller,tolong di tingkatkan lagi gak nyaman jd nya kalo bawa baby.",3
Firstian Alfani Okiviardi,Bagus bersih dan nyaman.,5
Indah Fajar,"Kumuh, hewan2 pada kurus, jalan gak diaspal tanah becek, bauu apalagi di kandang kudanil sama buaya kotor beuddd, kaca kandang hewan kotoorr..got hitam air menggenang. Foto2 sama hewan murah cuma 20k",3
Anton Wododo,No review text,1
Rayya Teknik solution,No review text,5
Ganang Ery,No review text,5
Masa Lalu,No review text,1
Lestari Muji,"Sbnrnya wisata nya lumayan,,, cuma dr parkir jln ke lumba²nya lmyn jauh..  prtunjukan lumba² cuma sbntra. jdi lelahnya tidak terbayarkan dengan prtjukannya,kmudian Mkanan disekitar pantai harganya Bintang 5, Bandengan'beach aja Popmie 10k,disitu 15k.dan mknan lainnya... mhon untuk diperti.bangkan lgi.",2
Lisa Yunaldia Klein,"Harga makanannya gak masuk akal ,terlalu mahal.
Kalau memang tidak boleh bawa makanan dari luar setidaknya harga makanannya masuk akal dikit lah. …",1
Aan Gianto,Makan nya mahal2....,1
Moch Habib Imandika Ainul Yakin,Memuaskan,5
Kiki Farisi,"Wisata keluarga yg komplit, sangat menyenangkan.
Disarankan buat dateng pagi spy bisa menikmati semua sesi nya, sekalipun ada sesi ulang di sore hari tp akan lebih puas kalau pagi..",5
M Trigestianto,No review text,5
Ajib Abdul Azis,No review text,5
Ag RAMADHAN.,No review text,5
Mentari Rajut n Craft,Tour disini keren anak2 senang dan edukasi dapat...,5
Asep AdyC,Walaupun pantai tapi tidak panas menyengat karena banyak pepohonan juga. Cuma karna habis hujan akses menuju minizoo becek jalannya. Terus untuk unta dan gajah tunggang nya terlalu singkat waktu tunggang nya untuk harga 20k dan 25k.,4
Yusril,No review text,5
felix agni,Direkomendasikan untuk keluarga,5
Vers,"Dibanding dulu...sekarang sudah sangat jauh lebih bagus dan hewan nya makin komplit....segera di buat pedestrian nya yang lebih baik,masih banyak bagian yg berupa tanah",5
Opick Salasa,"Periode 2016-2017 pernah kesini..
Dan kesampaian kesini lagi..
Secara keseluruhan, HAMPIR sama dan tidak berubah.. akses dr Parkiran masuk ke …",3
Tati Maulana,Seru buat acara jln2 sama anak. Taman Safari plus pantai.... Jadi gak bosan.,4
Khaulah 1999,No review text,3
Jamilatul Fitriani,"Anak-anak senang sekali main kesini, salah satu wisata edukasi anak yang bisa dijangkau karena Deket rumah. Minta tolong segera dilakukan perbaikan akses menuju ke tempat hewan-hewan yang masih bebatuan, jika musim hujan bisa jadi licin jalannya. Terimakasih",5
Fendi Sus,No review text,5
Winar Aqila,tempat yg asik untuk beramin bersama keluarga dan cocok juga untuk wisata pendidikan.,4
irsalina faradisa,No review text,5
Rizka Alwiyanti,"Jadi tempat favoritnya anak buat nonton lumba"".
Untuk hewan lainnya masih perlu perawatan lebih baik lagi.
Sukses terus ya Safari beach",5
Kunti Aliya,"Seru, bisa naik gajah dan onta dengan tarif 25 rb per orang. Juga foto sama lumba2 biayanya sama 25 rb per orang. Selese liat pertunjukkan dan hewan2 bisa istirahat di deket pantai sambil selonjorin kaki. Btw jaja disini ga terlalu mahal …",5
Carmo NO,No review text,5
Dewi Ilmi,Bagus... Pelayanan ramah... Bersih ok bgt,5
bayu itugue,Suasana kantor yang kondusif dan nyaman sangat menyenangkan,5
mobil besi,"Cenderung kumuh karena banyak tempat masih perbaikian, hewan minim.
kurang menarik, mungkin karena pengaruh harga tiket?",2
hassanul khuluqie,No review text,5
Jacky Z,No review text,5
Dyah Ayu Kusuwa Wardhani,No review text,5
Andi Saputro,"Ada satwanya juga, jalan becek karena musim hujan",4
Hapsoro Hadinoto,Lumayan buat rekreasi keluarga. Ada mini zoo & pentas lumba2,4
Nur Hikmah,"Kedua kalinya kesini,yg sekarang sudah jauh lebih bagus pantainya.banyak tempat duduk serta penjual makanan di pinggir pantai.banyak atraksi juga.",5
S0viaN,Restoran blu pelayanan agak lambat,3
Laely Ramadhani,"Akses jalannya belum stroller friendly..jadi yg bawa bayi harus extra tenaga buat gendong, pentas nya menghibur sekali",3
Winarni 89,No review text,4
Agus Juna,ES TEH NYA BASI. JALANAN DI AREA SANGAT BURUK KARENA TANAH BECEK. JADI BIKIN KOTOR. RUANGAN IBU MENYUSUI TIDAK TERAWAT. SAYANG BANGET PADAHAL SATWANYA LUMAYAN BANYAK. PELAYANAN CUKUP. TEMPAT BERTEDUH SEDIKIT.,2
fm id,Memadukan wisata antara pantai dan kebun binatang. Lmyn bagus sbg destinasi liburan anak. Terdapat pertunjukan lumba2 sudah include dalam harga tiket. Jika mau berfoto dengan lumba2 nambah biaya 25k per orang. Pengunjung dapat naik hewan yg …,5
Ardi Gunawan saputra,No review text,5
Widyastuti Widyastuti,No review text,4
Mega Puspita Sari,"Kesini pas musim liburan dan hujan.
Masih baru, jadi jalan menuju hewan2nya gak rekomen buat yg punya anak kecil, becek, bergelombang, berasa lagi off road / jalan di hutan. …",4
Triningsih733 herbalist,"sangat recomended sekali buat tempat berakhir pekan keluarga,,
Tempat wisata berstandar nasional di kota batang... paduan sempurna wisata edukatif, kuliner beragam ga pake mahal plus privasi area pantai.. …",5
YulianAra Dewi,Ke sana pas hujan jadi kurang menikmati,5
Darma Samudra,"Sdh kesekian kali ke safari beach batang, sejak pembukaan smp sekarang. Banyak tambahan terutama untuk kuliner tp jumlah satwanya berkurang dan kmrn pas lagi banyak pekerjaan konstruksi jadi krng nyaman",4
Aris Tri Wahyudi,Tempatnya nyaman,5
Luthfi Amalia,"Ke safari beach dg tujuan liat lumba2,, sampe sana jam 3 sore pas show terakhir mo mulai, yaa not bad buat show lumba-lumba nya, cm sayang bentaaaar bgt, jd buat kami yg datang dari jogja agak kurang puas aja😀 …",4
mas gembiez,parkir luas... nyaman buat liburan,5
jati catur,"ini kali pertama kita datang berkunjung ke safari beach, dengan harapan banyak hewan seperti safari yang lainnya.
namun sayang, yang kita dapatkan hanya beberapa hewan dengan berpenampilan yang …",3
Nova Lutfiani,No review text,5
Tifa Kusnandar,No review text,4
Agus Puji Yuliyanto,No review text,5
windi Arti,"Toilet bersih,recommend buat wisata edukasi anak mengenal binatang ,Petugas safari ramah",5
Edi Gyo,No review text,5
Naura Lathisya Zafarani,"Tiket masuknya mahal memang. Tp didalam.kita bisa main ombak, ada banyak cafe, ada pertunjukkan lumba2. Pertunjukan hewan2 lainnya. Ksni datang pagi pulabg magrib g kerasa",5
ari nugraha,No review text,5
Putri Aufanissa,"Pengalaman kami cukup menyenangkan, meskipun tidak banyak jenis hewan di sini.

Kita bisa berjalan-jalan menyusuri pantai sambil bermain pasir atau sekadar menikmati indahnya pemandangan. Selain itu kebersihan pantainya juga sangat terjaga.",5
Aris Dwi Setiawan94,No review text,5
Dian Nur A (Dian),"Seru banget liat hewan2 dan main di pantai.. syg, pas kesana habis hujan, jadi jalannya becek, hewannya juga jd nya kotor, mau liat satwa nya jg kaca nya kotor jd ga begitu jelas klo mau foto.. saran klo kesini jgn pas musim hujan.. dpt voucher makan 20rb bisa dituker ditempat..",3
Mukhamad Saefudin,"Wisata edukasi anak, tempatnya bagus",5
Yuni Siswati,No review text,3
Sukamto,No review text,5
Aisyahnajah Leader artis negara internasional,"Harga mahal & ku gk suka karna ngasih petunjuk tidak lengkap😭untung aja gak kejebak karena masa udah sampai dipasar terus Ke pasar lagi itu namanya penjebakan 😭,dll.😭& Masa tiba tiba langsung sampai ke lokasi Tujuan kan aneh kalo dipikir …",1
LPK Haneul Temanggung,No review text,5
H K,"Wisata pantai yang unik, ada pertunjukan lumba-lumba, mereka memiliki banyak koleksi fauna, kalau datang ada beragam acara, seharian pun tidak akan bosan, pantainya terawat dengan baik, dapat free voucher 20rb untuk makanan ketika bayar …",5
ardy destyone,"Agak kesorean dateng tapi bagus, beberapa hewan yang di kandang kurang atraktif, tapi shownya bagus dan sekelas safari solo, safari prigen dan safari bali. Karena 1 komplek dengan pantai sigandu, jangan lupa bawa baju ganti untuk berenang",5
alidos ravens,No review text,5
ZUBAIDAH ZUBAIDAH,"Asik pantainya bersih tersedia pondokan somay enak , es degan, bakso dll",5
Yasmin Hilwa,No review text,5
Lituhayu 17,cocok untuk wisata edukasi anak2 sekolah..,5
Alif Musthofa,"Terlalu mahal tiketnya, saya masuk 1 mobil 5 org 350K..pdahal yg masuk ke obyeknya 2 org..tp tdk dikasih tau oleh penjaga tiketnya, lgsung di hitung semua",2
Mahdi Hakimi,No review text,5
EH M,"Wahana yg recomended untuk liburan terutama anak² dan keluarga, namun kondisi hujan jalanan becek, masih masa perbaikan.",5
riansyah umam,"Cukup lengkap untuk kebun binatang di kota kecil, apalagi masih dalam tahap pengembangan. Ada atraksi hewan2. Mungkin lebih bagus jika di beberapa tempat di kasih peta/petunjuk kalan, tidak hanya di depan, agar tidak bingung.",4
Andika Pandu Wibisono,No review text,5
Lathif Hafidh,Lengkap di Pekalongan raya,5
Dunia Nadia,Joss,5
elvina silvi,No review text,5
ulfatul fitroh,"Tempat nyaman dan bersih, bisa ditambahkan lg utk koleksi hewannya agar lebih menarik",5
Dila Farah,No review text,5
tree lestari,Tempat ini memang salah satu tujuan kami yang memang senang dengan tempat nuansa alam ditambah ada binatangnya...ditambah ada dolphin shownya...ditambah cukup dekat dengan rumah dibandingkan harus ke safari bogor yang tentunya lebih mahal …,4
Agus Ratno,No review text,5
siti nurlaily,Sekarang bagus tempatnya dan masih banyak pembangunan.... Kamar mandi bersih.. Makanan banyak meski rasa standar...,5
Romi Irawan,"Tempatnya bersih,two in one selain taman safari bisa juga menikmati pantainya.Lalu kita juga bisa berinteraksi dengan satwa yang ada di sini.",5
Romulo Simanjuntak,"Safari Beach Jateng, pantainya terkonsep banget! Perfect!!!",5
Didin Bae,"Paket lengkap, tambah penginapan tambah ok",5
Pinto Basuki,Sepertinya masih akan terus berkembang. Lumayan bagus. Memang tiket agak mahal. Untuk akses jalan ke pertunjukan lumba-lumba perlu diperbaiki. Ke sana saat musim hujan jalannya banyak kubangan.,5
siti masitoh nurazizah,No review text,5
Siti Nuraeni Siti,No review text,5
Septian Dwi Prasetyo,No review text,5
Diah Mariah Ulfah,Ke sini pas tanggal 1 Januari. Kalau mau ke sini usahakan di bawah jam 10 pagi karena masih sepi. Dan hal pertama yg di lakukan ada lah tukar kupon voucher makanan (kalau dapat) walaupun ga lapar karena kalau udah siang bakal antri. Dan cek …,5
Logia anmaala,"Bagus yaa, tempat nya juga lumayan bagus dan bersih..
Pas saya kesana tidak boleh membawa makanan apapun masuk kedalam,
Bisa mandi di pantainya,
Ada mini zoo, atraksi lumba²,burung dll",5
Muhammad Ibrahim,seru banget,5
Antonius Jovan Baskara,No review text,5
Feb Aryanto,"Masuk pantai mbayare mahal bingits... Begitu sudah di pantai, mau minum atau ngemil pun mbayare bikin dompet njerit.",2
Gilang Primada,No review text,5
Yudi Tri Pambudi,Terlalu perhitungan untung dan rugi... Hingga bawa makan dan minum dari luar tidak diperbolehkan...  padahal kalo dibebaskan saya yakin akan ramai pengunjungnya... …,5
Arfan Ariyanto,"Tempatnya masih perlu banyak pembenahan, satwa sedikit n tidak terkoordinasi. Tempat jalan, sebagian masih berupa tanah setapak. …",4
Barry Kenar,"Bagus,edukatif juga..sayang agak becek jalannya apalagi kesitu pas lagi gerimis.terus kalau bawa stroler anak kayanya mikir2 dulu deh,jlnnya masih ada yg tanah dan susah buat aksesnya.. …",4
kun winarno,Sepadan untuk tempat liburan,4
Yunita Swasti,No review text,5
Ely Laxmawati,Sangat  cocok yg punya anak kecil,5
sejati diri,No review text,5
dave osiris,usul aja. mungkin sekitaran parkir disediakan kios makanan & kopi take away. biar kaum sopir spt sy gak kelaparan nunggu customer main di safari beach.,3
Heri Haryanto,No review text,5
fuad den ngarso,No review text,5
Maisyal,No review text,5
Dhee,"Gila sih ada tempat sebagus ink di batang
Kayak nemu hidden gem
Plus pantai pula …",5
MASAALDAV,..lumayan buat refresing bersama keluarga..,3
Ayu Laksmita,No review text,5
Asep Sunandar,Cukup menarik cuma sayang satwa nya kurang terawat dan tempat nya becek tolong di benahi,3
Har Yono,Toilet tidak sebanding dgn pengunjung.,1
ImayRhotul 20,No review text,4
Arzain Family Channel,"Sayang sekali sekarang binatang dan kandangnya kurang terawat, padahal dulu bagus banget",4
indah permatasari,No review text,3
Ika Hapsari,"Opsi wisata keluarga di Jateng dengan konsep zoo dan beach.
1. Lokasinya cukup mudah diakses dengan kendaraan pribadi, kurang tahu bagaimana akses dengan angkutan umum karena lumayan agak masuk dari jalan raya utama. …",4
Aan Kurniawan,No review text,5
Ardhi Ariawan,No review text,5
Muhammad Husaen,No review text,5
Nina Herdiana,"Seru buat bawa anak2 bermain, akses ga susah",5
Tarmizi Tarmizimizi,No review text,5
Ulfa 9317,No review text,5
mus topa,No review text,5
Dian Martia Yuliyanti,Masih dalam pengembangan,5
Linardi Indra Santosa,No review text,5
Tian de Santoz,Mantap sekali.. petugasnya ramah.. tp harus diperbanyal lg ya koleksi satwa2 nya..,5
Agus Triyono,No review text,4
Gareth Steed,"Dimiliki oleh Taman Safari, ini adalah taman kecil di tepi pantai di Jawa Tengah. Konon, tampilan lumba-lumba sangat mengesankan dan ada beberapa burung dan reptil menarik di sana juga. Apa yang membuat tempat ini istimewa adalah lokasinya. …",4
Wayitno Kila,"Masih dengan strategi datang di kala weekday, untuk mengurangi kepadatan pengunjung. Berada di Kota Batang, yang masih bagian dari management taman safari bogor, solo dan bali. …",5
Marizah Aeny,No review text,5
abdul aziz,"Tiket masuk 70ribu dapat voucher makan 20ribu. Makanan biasa saja, seperti fried chicken harga 28ribu esteh 10ribu, bisa pakai voucher tapi gak sesuai rasanya, masih mending fried chicken pinggir jalan dekat rumah. Foto dg hewan pakai hp …",1
imam budiarso,No review text,5
Teguh Winarno,segar,5
Achmad Izzuddin,Hewannya kurang banyak. Tiketnya mahal,4
Jamal Pariwisata,No review text,5
Adelia Marcella25,No review text,4
KimIndy RJ,"Cuma mau kasih masukan aja. Buat yg jaga stand snack. Jgn judes2 memang belinya cuma ciki 2biji. Tp mbok ya dilihat susah ribet bawanya sy bawa bayi, cuma disodorin aja, giliran minta kantong plastik sok2an nnya sm temennya ada kantong gak? …",4
Selia Ws,No review text,5
Ana Mifrokha,"Sekarang makin bagus, tempat parkir luas, area kebun binatang juga luas,, ada foodcourt nya juga,, mungkin jenis2 binatangnya bisa ditambahin lagi ya biar makin bagus,, 👍 …",5
Tepih Susandi,No review text,5
Fauzan Riza,No review text,4
Raffasya Ahmad,"Bgus pantai nya bersih, bisa maen pasir d bibir pantai nya dan bisa nyebur jg. Untuk tiket masuk lupa wkwk trs ntar dpt vc yg bisa d tuker d stand food d dlm nya lumayan hehe …",4
AYU EGA K,Suka banget sama semuanya.,5
Furqon Nagageni,"Harga terjangkau dan hiburan mantap, Ada lumba2, atraksi aneka hewan, burung dll, pantai ya bagus dpt vocer makan jg, mantap lah pokonya",5
Wanto Tegal,No review text,2
Donny Prayono,No review text,4
Irfan NF,No review text,5
hairida anggun kusuma,Seru..,5
Rinda Damayanti,"Tempat yg bagus untuk bawa anak-anak ke sini.
Ada pertunjukn kumba-lumba, ada pertunjukan hewan-hewan yg lain juga.
Pantainya bersih, kalau mau main air di laut juga bisa banget.
cuma untuk stand makanannya kalau weekend antri bgt 🥲 …",5
Saeful Amri,No review text,1
Tepoz Agus,Seru ramai edukatif,5
harti puji,"maaf..saya dari semarang..sedikit kecewa krn kita datang jam 09.30 blm buka. krn lumba2 jam 11 mulainya.akhirnya kita dipantai dulu.
jam 11 kurang kita menuju lumba2 katane sdh full. …",1
Muntari,"tempat bagus,,
ada acara hiburannya...
1. menonton lumba2 …",5
Wati liawati,No review text,5
rndy hafidz thea,Makin bagus ya tertata rapih dikit2.. untuk parkiran mungkin sediakan atap ya.. panas banget...,5
Dwi Sugiharto,Kebun binatang yang bagus di Batang.....,5
Lulu Rahayu,No review text,5
nurdina dina,Masih proses pengembangan. Kayanya nanti akan bagus sekali.,4
Fanny Hasbi,"Tempatnya luas, jenis binatangnya banyak. Bisa liat pertunjukan lumba-lumba yang sangat menarik dan udah include di tiket masuk jadi ga perlu bayar lagi (kecuali foto bareng lumba-lumba). Ada beberapa pertunjukan lain sesuai jadwal. Bisa …",5
SMANDOR OFFICIAL,Asik,5
Bintari Prihandini,No review text,5
ChueCherry,"baru tahu tempatnya di pekalongan, pantainya bagus, dan lahan safari untuk nongkrong bareng keluarga.. toilet lumayan gelap..parkir luas banget tapi gak semua area ada trotoar.. …",3
Nur Hidayat,No review text,5
Kece Banget,"Tiket sebelum masuk safari, perorang 5rb,
Masuk safari perorang 70rb naik kaya tahu bulat,
Masuk total permobil full 500rb lebih …",3
Arinda Maruta,No review text,5
Andri Yuniarso,Bagus banget,5
erza vistiana,No review text,3
susi yanti,No review text,5
Arif Rakhman Hakim,No review text,4
tulip phia,tempat nya bagus. tapi makanan dan minumannya mahal . es teh gelas 18oz 20rb. rasanya biasa masih mending teh poci harga 4rb,2
Yunita Sari,"Tempat bagus dan asri untuk sekitaran pantai...
Untuk yg di zoo becek krna mgkn HBS diguyur hujan kemarin ya....
Untuk makanan kalau buat saya mahal ya...dg seporsi bakso seharga 28rb. …",4
dedy jaelani,No review text,5
dimas ferdi,Bagus,5
ronny sp,No review text,5
Nadia Aulia Putri,No review text,4
Azmia Naufala Zahra,"Ke area pantai saja, banyak tempat duduk-duduk di tempat teduh tapi sangat tidak ramah anak, orang merokok di mana-mana, area bilas kebanyakan tanpa penutup sama sekali jadi orang-orang bisa lihat para anak yang sedang bilas. Semoga semakin banyak tempat bilas tertutupnya",1
Risma Fadhillah Rahman,No review text,3
Esa Dhian,"Mobil parkir emblem logo mobil di congkel maling.....kejadian hari senin 25 des 2023...
Hati² gaesss....sepele tp bikin gedegggg",1
Vivo Hadi,No review text,5
Reysha Fathiya,No review text,5
Sigit Setyawan,"Unggulan dari tempat wisata ini adalah pertunjukan lumba-lumba. Perlu antri 15-30 menit lebih awal agar mendapat tempat duduk, terutama saat liburan. Pantainya bukan pantai yang berpasir putih dan cenderung landai, jadi anak-anak bisa …",3
Rachmanul Chakim,Bisa dicoba sendiri.,1
Yafa Haifah w,"Tempat keren buat liburan anak anak.. Terutama atraksi lumba lumba, mandi pantai.. Saran lebih pada tempat wudhu, penunjuk arah exit d tempat parkir, tempat ganti. Jempol",5
Sofyan Opan,"Masih banyak wahana dan prasarana yg harus di benahi,jalan buat stroller anak belum ada",3
Robert Cahya,No review text,5
wildan fauzi,"Langsung ke point nya saja :
- penataan kandang hewan bikin bingung, harusnya dibikin sejalur biar bisa lihat semua tanpa ada yg terlewatkan, kususnya kandang buaya dan kuda nil yg letaknya …",3
Taufik A. Yudanto,"Yang spesial di sini pertunjukan lumba lumba sekitar jam 10 - 11 siang. Harga tiketnya 50.000 weekday, 60.000 weekend.. …",4
catur setiawan,No review text,5
Oasis,No review text,4
Blue Moon,"Tiket masuk kok 70 ribu
Mahal bangettt..... ??? …",5
Sugiharto Bejo,"Pantainya banyak pohon cemara, ada live musik",5
Rianto Marlani,"Makin kesini makin bagus saja...
Per 24 Des 23 seperti masih ada sedikit penataan...kedepannya yakin makin topcerrrr... …",5
Achmad Salam,Sudah bagus. Cocok buat wisata keluarga. Mudahan tambah rame lagi.,4
Imamal Muttaqien,No review text,5
Andrew Istiqlal,"Mantab,lebih tertib dan bersih terakhir kesini 8th lalu sudah semakin baik....sukses buat taman safari batang (jateng)",5
Sri Wahyuni,"Seru sekali datang ke Safari Beach Jateng, Edukasi anak anak tentang satwa, dan pantai yang bersih .",5
nayya embun,"Cocok untuk wisata keluarga, bisa nongkrong2 menikmati pemandangan pantai juga, cuma untuk makanan kurang memuaskan, menu terbatas, mahal juga..",4
Bagus Widiharnoko,"Tempat nyaman pemandang pantai indah, mohon lebih banyak binatang nya. 👍 …",5
Flyinghigh Videography,No review text,5
Avanie S,Rekomended,5
Tri Hardanto Adhi Nugroho bin Marjuni Widyatama,Murah meriah satwa sehat kurang flora,5
tamto project,No review text,4
ndeng_ gendhis,Mending ketempat lain,1
Ahmad Hafiz,"Pantai nya bersih, tempat nya enak buat anak2 bermain",5
yenn zahro,"Seru, paket komplit liburan bareng keluarga. Friendly kids. Pantainya bersih",5
Putri Kusuma,"Kesini cuman pengen nonton lumba2, krna yg bikin menarik itu pertunjukan lumba2nya
Utk tmptnya dr dulu blm ada perkembangan, tempatnya msh tanah yg becek, knpa gag …",3
DEFADH AZIZAH,Masih tahap prmbangunan belum 100% tertata,4
Adinata Darayu,Anak anak suka dan excited melihat hewan hewan .,5
Bojong Koler,No review text,5
me p,No review text,3
Dimas Sulistianto,No review text,5
Indah Pusparini,Worthed banget.. Apalagi tiap Sabtu malam ada Safari Prime..  Seru banget nonton Firedance dan atraksi lumba lumba.. 😍😍😍 …,5
Nardi Sajali,No review text,5
Ayu Eva,No review text,4
Faesol Affan,No review text,5
Lia Eliana,No review text,4
bela melyana,"Kurang puas karena, waktu di dolpin orang yg pesen lebih lama tidak di dahulukan sehingga anak² nonton smbil berdiri di belakang..",3
iienz Paris,No review text,3
Ryna Setyana,"Kesana pas hari kerja gak terlalu ramai, tapi kebarengan sama anak2 TK yg pada outing class. Tiket masuk weekday 50k dan dapat voucher makan 10k (sudah termasuk lihat pertunjukan lumba2). …",4
Kuswanto Tegal,Seneng banget pokoknya wisata paling komplit...bisa lihat banyak binatang...liat pertunjukan lumba2...bisa renang di pantai...mantapppp👍👍👍👍👍👍👍 …,5
Nasokha,Tempat yang bagus dan nyaman untuk edukasi anak-anak.,5
agusta item,tempatnya nyaman  bersuh dsn kita  bisa intefasi langsung kerenab,5
Hana Huwaid,No review text,3
Rusli Darmawan,"Seru buat anak2, tempat adem asik. Tiket masuk relatif terjangkau krn sudah include nonton show lomba2, burung pemangsa dan pertunjukan seru lainnya",5
Arjanggi Ari Bimo,No review text,5
Sam Lawi,No review text,5
Aliftia 23,Tempatnya kurang terawat yg bagian dalam kebun binatangnya,3
mujab itu saja,Pantainya indah tempatnya bernuansa Cafe tepi pantai hanya saja banyak nyamuk sehingga harus bawa obat nyamuk,4
UMI ZAINAB,No review text,4
chris imadudin,"Edukasi tentang hewan, cocok buat anak-anak",4
BABEH 69,Tempat-tempat rekreasi nya bagus. Cuman harus ada penataan tempat lagi yang bagus.,4
Dwi D,Keren sekali!,5
djecko santosa,Bagus.. Cm pembangunan belum sls pas ksna,4
Deddy 444,"Cukup menghibur, terima kasih",5
M. Tauhid Hidayat,Tempatnya bagus,5
Chandra Sheptian,Bagus ada pertunjukan lumba2 dama gajah,4
rukhiyatul umami,"Banyak nyamuk,makanan mahal,kandang hewanya kurang bersih",1
wildasari ganitry,"cozy banget buat santai dan main pasir anak2 nyaman banget, tempatnya bersih, sejuk adem, cuma jalan gerbang masuknya udah bocel2 sampe rangka betonnya keliatan please betulin soalnya membahayakan dan gak estetik banget",5
rizky rinaldi,No review text,5
Dila Diana,"Kalau kami yang 2x kesana dari Semarang gak menyesal ya ke tempat wisata ini. Dengan tiket 60k worth it sih.
Dari petugas2nya ramah, tempat parkir luas, binatang2nya cukup banyak kok, …",5
muhammad muhyiddin,No review text,5
Rizki Wahyu,"Wisata edukasi satwa terlengkap di Kabupaten Batang, sangat rekomended istimewa",5
Yoga Dwi Prasetyo,No review text,5
Adhit Plankton,No review text,3
Nafi' Syifaul A,No review text,5
Evawaty Tanuar,"Potensi wisata edukasi yang baik... Masih dalam perbaikan, semoga makin sukses",4
Mochamad Ubbaidillah Fikri,Bagus cuman masih banyak ada proses pembaruan yang belum selesai bangunannya,5
Ika Sartika,No review text,3
Dede Ahmad,"Pantai nya biru banget air nya dan bersih cocok untuk menghilangkan penat,pertunjukan satwa juga ada semua gratis untuk menonton nya good recomended banget pokoknya 🤗 …",5
Tini Nurcahya Rekha,Blm pernah,5
Oky Prasetyo,"Tempat nyaman parkiran luas, tiket masuk, sudah termasuk fasilitas di dalam
Namun harga makanan yg lumayan air mineral juga harga lumayan",5
Fajar fatia,Booking dulu .. pelayanan terjamin top,5
Ninik Hamasah,"Perpaduan wisata pantai, dan mini zoo...meskipun jumlah hewannya belum terlalu banyak. Ada arena pertunjukan lumba-lumba.  Cocok untuk wisata keluarga bersama anak-anak.",4
Mohamad Riadi,No review text,3
Yudistira jaya permana,Tempat yang sangat bagus untuk pelarian singkat!,5
nanang Sofyan,No review text,5
Susetya Satwika,No review text,5
NjK,Lokasi yg sejuk.. dipinggir pantai... Angin semilir... Membangkitkan gairah untuk mengunjungi lagi... Satwanya mohon bisa dikompliti lagi yaaaa...,4
Tamara Diana,"Ombak gak begitu besar,makanan ready dan ramah dikantong,jangan lupa bawa ganti 🥳 …",5
Umi Noviyanti,"Asik tempatnya.. Yg cari susana dipinggir pantai enak dan nyaman bisa kesini. Kid friendly juga..
Menu makanan beragam, nyaman. Pilihan tepat buat keluarga",5
